Transaction_ID,Date,Timestamp,Txn_Ref_Number,Transaction_Mode,Currency,Transaction_Amount,Sender_Customer_ID,Sender_Customer_Name,Sender_Bank_Name,Sender_Account_Number,Sender_Account_Type,Sender_IFSC,Sender_Phone_Number,Receiver_Customer_ID,Receiver_Customer_Name,Receiver_Bank_Name,Receiver_Account_Number,Receiver_Account_Type,Receiver_IFSC,Receiver_Phone_Number
ATM250301WMC2AA,2025-03-01,01:23:59,WFGLZ62HXKO7,ATM,INR,1947.57,100002970,Geeta Kaur,Bank of Baroda,246834171599,Savings,BARB1082141,+917074279351,100000737,Kedar Rao,State Bank of India,770748010651,Salary,SBIN1024173,+917366448741
TXN250301HDPGQJ,2025-03-01,02:56:42,7X2J3C0RIPZS,Cash Deposit,INR,28504.78,100001243,Garima Pandey,IndusInd Bank,774434655529,Salary,INDB8705345,+919099798724,100003828,Sarita Naik,Axis Bank,551364650319,Savings,UTIB2790517,+916063966410
UPI250301429KU9,2025-03-01,03:00:28,175DHGTJIELY,UPI,INR,16746.19,100006159,Eklavya Trivedi,Canara Bank,691162198713,Savings,CNRB6385206,+918365467938,100006911,Mukesh Negi,IndusInd Bank,827574488854,Salary,INDB8544792,+919761446279
TXN250301JXJXA4,2025-03-01,04:22:14,E9ORJTVZX7CW,Cash Deposit,INR,36962.52,100004525,Atharva Bhattacharya,Axis Bank,369278752883,Savings,UTIB4601230,+916746930885,100004294,Aashish Verma,HDFC Bank,224441188503,Savings,HDFC2169011,+916555736210
UPI250301VDDKEW,2025-03-01,04:38:44,TMNY9EILP7DH,UPI,INR,5202.02,100006764,Harshil Agarwal,HDFC Bank,569165150654,Savings,HDFC2988415,+916928112416,100004263,Sarika Trivedi,ICICI Bank,386972053325,Savings,ICIC6967213,+919526506513
UPI250301XBK8MZ,2025-03-01,05:04:39,IMMCOFEMBCAF,UPI,INR,4022.94,100001004,Anjali Trivedi,State Bank of India,305424601961,Salary,SBIN7180572,+916567351370,100003214,Swati Agarwal,HDFC Bank,905075072105,Salary,HDFC7409080,+916442684297
IMPS250301PHJ5HP,2025-03-01,05:14:04,8V53K612PMUO,IMPS,INR,588.75,100002837,Sadhana Das,Canara Bank,950703491527,Savings,CNRB6914217,+918193199750,100004553,Aashi Gill,Canara Bank,633268400473,Savings,CNRB7616352,+917719582304
UPI250301WSKKSQ,2025-03-01,05:48:52,1TAW45YZVFXM,UPI,INR,19858.06,100001353,Nachiket Krishnan,ICICI Bank,585904847608,Savings,ICIC4939952,+917286120422,100006663,Hari Deshmukh,Bank of Baroda,973575322296,Salary,BARB8364842,+916938174319
ATM2503013T2Y89,2025-03-01,06:23:28,CX66ORNCIY0O,ATM,INR,2685.42,100003937,Harish Goel,Bank of Baroda,281929258229,Savings,BARB2481558,+918560361589,100004173,Aashish Pillai,IndusInd Bank,338292942905,Salary,INDB8799361,+917310983111
ATM250301HD0KU9,2025-03-01,06:25:33,AUZ4EBTWJETL,ATM,INR,1321.49,100003639,Shreya Srivastava,IndusInd Bank,175391603346,Savings,INDB3451643,+919277455301,100000750,Indira Ali,ICICI Bank,606874272085,Salary,ICIC9642080,+916769007696
UPI250301WDWN7X,2025-03-01,07:16:17,6XP5ZBL7K4YA,UPI,INR,11960.13,100002394,Anushka Banerjee,Canara Bank,394256792951,Salary,CNRB7853447,+918837566907,100002385,Piyush Thomas,Bank of Baroda,283666043116,Savings,BARB7403696,+917226941237
ATM250301KM2V63,2025-03-01,08:17:08,E5RJFXZCWV87,ATM,INR,13797.96,100004859,Sachi Deshmukh,Axis Bank,344992815279,Savings,UTIB2981819,+918473249061,100000206,Saurabh Deshmukh,IndusInd Bank,291980774967,Savings,INDB1089119,+918883344957
TXN250301W04CZ1,2025-03-01,08:29:18,4MBTM8ANG4UK,Cash Deposit,INR,49074.51,100002320,Kanika Bora,State Bank of India,796393990564,Savings,SBIN2932176,+917947077688,100004325,Chitta Soni,Bank of Baroda,874350729762,Salary,BARB7889467,+916324927197
TXN250301MDZKGW,2025-03-01,09:13:06,0QDOT39FM6SL,Cash Deposit,INR,46717.35,100000174,Lalit Bhatt,Canara Bank,486457010096,Savings,CNRB6823121,+916306053410,100003475,Kamal Chauhan,IndusInd Bank,924342233296,Savings,INDB7350023,+918207690529
UPI250301141R1O,2025-03-01,09:15:24,V14GUU0JTBVP,UPI,INR,1339.95,100000937,Ekta Chatterjee,Punjab National Bank,788660429187,Savings,PUNB5182593,+917249638044,100003724,Bharat Sen,Union Bank of India,735394204652,Savings,UBIN7050027,+916575838940
UPI250301OL7GQC,2025-03-01,09:25:46,EZYJMF2B72BR,UPI,INR,5811.91,100003965,Deepti Bhattacharya,Bank of Baroda,500529934760,Salary,BARB7031722,+919646677603,100006415,Gaurav Goel,Axis Bank,194976622088,Savings,UTIB3252055,+916846943785
TXN250301DL16VT,2025-03-01,09:37:47,08FRSRUAB1HB,Cash Deposit,INR,173092.88,100004073,Jagadish Dubey,ICICI Bank,415631170257,Savings,ICIC2624650,+918581648684,100001971,Meghna Kaur,ICICI Bank,687410577144,Salary,ICIC4380168,+919298701709
ATM250301CASZVJ,2025-03-01,10:20:04,AT81AKQER7H6,ATM,INR,11703.54,100004146,Ananya Roy,Canara Bank,480963503430,Savings,CNRB2483662,+917975468413,100001794,Gargi Sahu,Bank of Baroda,280647651476,Current,BARB9285023,+917093495892
UPI25030118H47N,2025-03-01,12:07:57,PMBQ72UJZ8UI,UPI,INR,3292.25,100003084,Nalini Bansal,Canara Bank,988418204933,Demat,CNRB4045061,+919686242865,100000513,Jatin Mehta,Axis Bank,461119462502,Savings,UTIB2752457,+918068277597
ATM250301FF3K3U,2025-03-01,12:56:40,C2AN7STHLA1H,ATM,INR,10059.39,100004910,Smriti Gupta,Punjab National Bank,969043906554,Savings,PUNB1041232,+918849056087,100000273,Prachi Sen,Axis Bank,136932715317,Salary,UTIB2088068,+917989006771
IMPS25030166J4BN,2025-03-01,13:38:23,5D1DJ9KH3S6D,IMPS,INR,37540.1,100002050,Ragini Trivedi,Bank of Baroda,235546929695,Savings,BARB5412095,+917714019299,100005680,Malini Jain,State Bank of India,234093661585,Salary,SBIN5344456,+916401402202
ATM250301FBVQKO,2025-03-01,13:45:48,L8OBLINFD5SU,ATM,INR,16545.55,100005513,Namrata Thomas,Union Bank of India,883179552553,Savings,UBIN7720607,+919649824597,100001115,Aryan Sandhu,State Bank of India,291693914604,Salary,SBIN8105429,+916237834522
ATM250301C997H2,2025-03-01,14:15:47,HDXKECLPSRM3,ATM,INR,112.91,100005200,Gunjan Pandey,IndusInd Bank,916033491765,Savings,INDB1941823,+917506145552,100001926,Gautam Chaturvedi,Canara Bank,859587045712,Demat,CNRB8151997,+919934858141
ATM250301K3NRE9,2025-03-01,16:45:56,I1YKORZ87SUU,ATM,INR,1639.07,100006369,Aashi Mahajan,ICICI Bank,679171617741,Salary,ICIC9747661,+919917377313,100000469,Sonia More,Bank of Baroda,835852577041,Savings,BARB4648457,+919780125713
UPI250301G7BR25,2025-03-01,16:59:02,HV3YA9MQ111F,UPI,INR,23809.11,100003646,Rohini Pereira,HDFC Bank,475070507510,Salary,HDFC6780252,+919204124085,100002368,Ketan Patel,Union Bank of India,490824629902,Salary,UBIN6692339,+917774645630
ATM250301MO4SNK,2025-03-01,17:16:11,7MHZPSP9MZP4,ATM,INR,18854.7,100000915,Mihir Shaikh,Canara Bank,929352812828,Savings,CNRB4564679,+917160690081,100001156,Mamata Shetty,Union Bank of India,259290861347,Current,UBIN8899399,+919546879057
UPI250301L4FJ47,2025-03-01,17:18:14,VV2VVPWQ5SET,UPI,INR,18834.48,100005116,Laxmi Syed,Axis Bank,186140079012,Salary,UTIB3764198,+916618794445,100002255,Luv Lal,Punjab National Bank,783112863305,Savings,PUNB5768888,+919313120072
TXN2503010TNYK7,2025-03-01,17:24:29,HPWALT0Q7GNB,Cash Deposit,INR,40758.04,100005296,Rekha Bagchi,HDFC Bank,894965885552,Salary,HDFC1213455,+916864898231,100001825,Shruti Bhatt,Canara Bank,343964018476,Demat,CNRB7592760,+918535912450
UPI25030186M7RW,2025-03-01,18:36:06,I44HVX8QPKIJ,UPI,INR,17400.29,100003568,Neelam Behera,Punjab National Bank,799787920357,Savings,PUNB7869029,+919577730855,100005425,Ananya Shinde,Canara Bank,449243629194,Salary,CNRB6460374,+919912838915
ATM2503017MYXB5,2025-03-01,18:39:08,0BAQQKEPJYXY,ATM,INR,5745.74,100002611,Jignesh Banerjee,Bank of Baroda,855069939283,Savings,BARB6315397,+918395935805,100006760,Navya Syed,Union Bank of India,106162121669,Savings,UBIN3947182,+916935232307
TXN250301AYKOQ8,2025-03-01,18:59:41,LTD7Y9VMFSMO,Cash Deposit,INR,34841.54,100001484,Aayushi Pillai,Kotak Mahindra Bank,412189081455,Savings,KKBK2977125,+919067451230,100002640,Jyotir Bagchi,Union Bank of India,514911708718,Salary,UBIN8403749,+919429605845
ATM250301BQ7PSM,2025-03-01,19:31:06,I2R6MTC5PNAS,ATM,INR,13811.69,100001892,Hari Bagchi,Canara Bank,816019141842,Savings,CNRB8083240,+919713366185,100000337,Damini D'Souza,Canara Bank,998490598996,Salary,CNRB7812407,+917549758539
UPI250301U1Z34P,2025-03-01,20:20:50,UA5P69UW3YGX,UPI,INR,4669.56,100006613,Nilima Kar,Canara Bank,893598804999,Savings,CNRB8456620,+919639188558,100004457,Sunita Mohanty,ICICI Bank,850779945516,Savings,ICIC6560873,+918392224753
ATM250301PXJ6Q2,2025-03-01,23:02:23,WSWSB3Z8E4VY,ATM,INR,6683.74,100005430,Malavika Ansari,Kotak Mahindra Bank,716150151812,Salary,KKBK2305248,+916839947164,100004425,Chetan More,Kotak Mahindra Bank,427603765508,Savings,KKBK2429087,+916051757011
TXN250301Z9OH82,2025-03-01,23:19:13,C40M6SP9HI2H,Cash Deposit,INR,192212.64,100003220,Imran Bisht,HDFC Bank,131887320080,Savings,HDFC8263109,+919913537040,100006012,Praveen Menon,HDFC Bank,933783946271,Savings,HDFC3136524,+917685736858
UPI2503022ZZXOK,2025-03-02,00:48:53,TNE49S2BXNE2,UPI,INR,4014.26,100005974,Mitali Mohanty,Bank of Baroda,877418559943,Salary,BARB7597995,+919860882785,100005243,Reyansh Nair,Axis Bank,240640050821,Savings,UTIB7415232,+916078866599
ATM250302MFSJ08,2025-03-02,01:43:29,8W00N6LWHSJZ,ATM,INR,13901.22,100000744,Radhika Shetty,ICICI Bank,278340129387,Salary,ICIC6522620,+916048585340,100002713,Kalyan Rao,IndusInd Bank,439656700153,Savings,INDB6119981,+919531056757
ATM250302BIPNZD,2025-03-02,02:17:55,OUV7UENMKZ30,ATM,INR,6815.18,100000177,Pushkar Thomas,HDFC Bank,974040547940,Savings,HDFC8057013,+919982624631,100002924,Esha Gill,State Bank of India,532812127220,Savings,SBIN2122566,+919576215979
UPI250302HZD5DJ,2025-03-02,02:20:13,QHPH8BN7EX6W,UPI,INR,17972.73,100001037,Avani Naidu,State Bank of India,352074594305,Savings,SBIN9255384,+917490292707,100004047,Nidhi Pandya,Canara Bank,511839587177,Savings,CNRB9668606,+919859196436
TXN250302IQ76K5,2025-03-02,02:20:15,4ST8VU7PV2V0,Cash Deposit,INR,21763.84,100006576,Nirmal Sandhu,IndusInd Bank,342931989315,Savings,INDB4179639,+916222373335,100004173,Aashish Pillai,IndusInd Bank,338292942905,Salary,INDB8799361,+917310983111
UPI2503026PHGAF,2025-03-02,02:52:25,3DYHFG6LBW41,UPI,INR,18615.49,100004514,Meghna Pandya,HDFC Bank,781486819081,Salary,HDFC9621976,+918157830462,100000117,Dilip Shah,Kotak Mahindra Bank,354114132204,Salary,KKBK9615093,+918319944674
ATM250302U9TREC,2025-03-02,03:10:16,8YHCVJ5ZEPNR,ATM,INR,13395.48,100000891,Daksha Pandya,Kotak Mahindra Bank,865296828530,Current,KKBK4044629,+919004689486,100002932,Darshan Ansari,ICICI Bank,197317597470,Savings,ICIC3169197,+916586472494
UPI250302Q72HSD,2025-03-02,04:39:23,Y9NI7JAKW4SZ,UPI,INR,10252.21,100002947,Divyansh Shinde,HDFC Bank,234358348336,Salary,HDFC2745230,+918659293528,100005462,Bhavani Hegde,Punjab National Bank,992587564199,Savings,PUNB4702866,+918492164668
ATM250302MDZRK1,2025-03-02,05:00:23,OL0GNU2AYVRQ,ATM,INR,15067.43,100002488,Arjun Varghese,Punjab National Bank,959073856465,Salary,PUNB5463224,+918481082809,100004364,Juhi Sahu,Bank of Baroda,743283793131,Savings,BARB8962218,+916822634908
TXN2503022GXM02,2025-03-02,05:47:37,ZPMZRBEGLECI,Cash Deposit,INR,790.12,100002869,Mrinali Agarwal,Bank of Baroda,578491937056,Savings,BARB4817992,+918012312159,100000315,Eklavya Kaur,Kotak Mahindra Bank,237893407461,Demat,KKBK3409007,+918240892208
UPI250302K9GK4R,2025-03-02,06:09:59,YHIE2BXB5LZ7,UPI,INR,10042.57,100001528,Harshil Subramanian,HDFC Bank,995962304913,Salary,HDFC1643534,+918048118059,100000339,Jyotsna Kulkarni,Punjab National Bank,401558956184,Salary,PUNB1911995,+916744202557
TXN250302Q6KABS,2025-03-02,07:33:21,34TTCZMXHAJP,Cash Deposit,INR,10304.78,100002060,Nilesh Khan,State Bank of India,984123946961,Demat,SBIN1772238,+919181847107,100003392,Darshan Ali,Union Bank of India,817840220670,Savings,UBIN8330599,+917795530276
TXN250302NEIREK,2025-03-02,07:52:45,8ZHDYOS8TKNX,Cash Deposit,INR,14377.22,100005580,Prem Deshmukh,State Bank of India,818632454285,Savings,SBIN3750776,+916029177393,100003109,Kalyan More,Union Bank of India,217224242963,Savings,UBIN1231697,+919054859051
IMPS25030225RC9V,2025-03-02,10:39:12,TETDHY08VMGH,IMPS,INR,2120.34,100001202,Kush Joshi,Canara Bank,482332110410,Salary,CNRB4047389,+916774681896,100001303,Anupam Parmar,Bank of Baroda,415645224602,Savings,BARB4286285,+919582303603
UPI250302KLXDF5,2025-03-02,12:05:29,ZTZOYLLCZLDZ,UPI,INR,4885.22,100004113,Samir Patel,Bank of Baroda,482699574748,Savings,BARB3123023,+917383105771,100004250,Ekansh Mehta,HDFC Bank,591151657186,Savings,HDFC6404701,+916113148304
ATM2503020860PI,2025-03-02,12:27:52,YYUI0UEYUN80,ATM,INR,12467.72,100004996,Manav Syed,Canara Bank,846791661456,Salary,CNRB9400000,+917751254001,100002890,Manish Sharma,Canara Bank,841392670125,Savings,CNRB7520658,+917930975792
ATM250302PJKDVX,2025-03-02,12:43:32,EL8MF8DXD8DG,ATM,INR,19892.18,100006203,Gulshan Shinde,Axis Bank,449556861050,Salary,UTIB8664139,+919622961985,100004467,Anand Srivastava,State Bank of India,214937990993,Salary,SBIN3069811,+918435706138
IMPS250302PJGBS0,2025-03-02,13:47:46,RGWSWE9FNV7J,IMPS,INR,177318.46,100006536,Prachi Banerjee,Axis Bank,927533361711,Savings,UTIB4391240,+919113796021,100006296,Hema Chauhan,ICICI Bank,754558044260,Savings,ICIC4979857,+918686416106
TXN250302DXQUDO,2025-03-02,14:15:27,78RGHZU3SFZG,Cash Deposit,INR,28437.63,100005683,Ritik Bisht,IndusInd Bank,103935164565,Savings,INDB7708878,+916351363179,100001274,Sneha Bisht,State Bank of India,367237975161,Salary,SBIN5365124,+919384855691
ATM250302JUOTW0,2025-03-02,14:48:42,MDEXOAS1VJV6,ATM,INR,18769.31,100004606,Indira Sawant,Canara Bank,111860054018,Demat,CNRB2484489,+916526242820,100006346,Megha Desai,ICICI Bank,520391714464,Savings,ICIC5741356,+918707498242
ATM250302S6GFLY,2025-03-02,15:06:29,L5XL2KI1KJ7A,ATM,INR,18545.43,100006623,Kiran Pillai,State Bank of India,929100396718,Demat,SBIN1183995,+917970169332,100005609,Chandra Hegde,ICICI Bank,969158952719,Savings,ICIC3319040,+918878165080
ATM250302A0L2VZ,2025-03-02,15:48:40,H97ZB5VOS13J,ATM,INR,17315.22,100003474,Rajat Parmar,ICICI Bank,304674683057,Salary,ICIC7195179,+916424262013,100004592,Anushka Deshmukh,Bank of Baroda,355049254722,Savings,BARB6255118,+918529864215
UPI250302M8G71I,2025-03-02,17:04:06,MX6NOV73KZCT,UPI,INR,16622.39,100000053,Omkar Singh,ICICI Bank,829513509414,Salary,ICIC1436698,+917960741167,100004928,Eeshwar Krishnan,Kotak Mahindra Bank,149767477693,Savings,KKBK5510954,+918794579254
IMPS2503027F7DX4,2025-03-02,19:32:45,EPLKA29TOYDF,IMPS,INR,10705.0,100002852,Rajesh Roy,Canara Bank,467700267116,Salary,CNRB9923504,+916143387394,100001485,Mitul Banerjee,Punjab National Bank,241409097539,Savings,PUNB3449513,+917882935563
ATM250302AL3GPE,2025-03-02,20:13:15,JY83XHU7MC7J,ATM,INR,4847.38,100000224,Balaji Bora,ICICI Bank,467313912926,Salary,ICIC5743759,+917361672964,100002987,Pavan Mahajan,State Bank of India,305112724392,Savings,SBIN4993232,+916710095087
TXN250302QRX5DM,2025-03-02,20:44:59,7KT5F48YWZ6I,Cash Deposit,INR,795.74,100001953,Narayan Bansal,Union Bank of India,748154410833,Salary,UBIN4365822,+916316168850,100000385,Jatin Behera,Punjab National Bank,215668061815,Savings,PUNB1004793,+919258500437
ATM25030203S2TT,2025-03-02,22:22:37,8I21LMJOJ1L4,ATM,INR,10160.28,100002265,Narendra Hegde,State Bank of India,704272529246,Savings,SBIN4202496,+916639964319,100003078,Pankaj Naik,Canara Bank,926410446324,Savings,CNRB4904955,+916438711116
ATM250302GCYY2F,2025-03-02,23:33:39,12J2QKNV34NT,ATM,INR,35004.46,100005131,Ishita Thomas,State Bank of India,128268379451,Savings,SBIN6787207,+917260525274,100002706,Gayatri Saxena,Union Bank of India,896121437578,Demat,UBIN5861218,+918897183146
UPI250303F2GMHY,2025-03-03,04:09:43,ICOSGWWGPXDJ,UPI,INR,5879.16,100006691,Pooja Negi,ICICI Bank,340472804026,Savings,ICIC7344184,+918059370861,100003367,Anjali Chauhan,HDFC Bank,447538311687,Salary,HDFC6917796,+917253451310
ATM250303AIK5ZH,2025-03-03,05:15:09,E4Q7GS8E8B06,ATM,INR,18698.4,100003996,Hari Barik,IndusInd Bank,500646817477,Current,INDB5336352,+918127570596,100004614,Mohini Soni,Union Bank of India,107439778525,Savings,UBIN5870704,+919023071406
ATM250303PX1PIS,2025-03-03,05:43:58,U5SXVQEGT04J,ATM,INR,19376.08,100002370,Drishti Shaikh,Union Bank of India,538604756296,Savings,UBIN5031798,+917127474172,100006012,Praveen Menon,HDFC Bank,933783946271,Savings,HDFC3136524,+917685736858
UPI250303WE3ZLB,2025-03-03,05:49:19,NZMS0JG1M5PK,UPI,INR,7680.3,100000951,Amira Behera,HDFC Bank,837086653903,Savings,HDFC3584879,+917520455369,100002748,Rajeev Lal,Kotak Mahindra Bank,216288427346,Savings,KKBK4269461,+917924995621
IMPS250303C22MWY,2025-03-03,08:28:29,4DURTDKENX19,IMPS,INR,23457.09,100002877,Daksh Chatterjee,Axis Bank,662108005399,Savings,UTIB3478007,+917691970519,100001353,Nachiket Krishnan,ICICI Bank,585904847608,Savings,ICIC4939952,+917286120422
ATM250303XGRS49,2025-03-03,10:44:59,5YPPJGD30S21,ATM,INR,19184.61,100001296,Rupesh Thomas,ICICI Bank,483210984823,Savings,ICIC9696065,+916439420587,100004769,Kavin Jain,ICICI Bank,235994825682,Salary,ICIC5770761,+916714343605
ATM250303WV3HFT,2025-03-03,10:49:58,4IR8GA8QQPQW,ATM,INR,782.56,100003942,Saanvi Dave,Canara Bank,636908740030,Savings,CNRB1119626,+917016256207,100002221,Ruchi Arora,Punjab National Bank,808304262435,Savings,PUNB3890975,+919228202848
ATM250303OBLQCY,2025-03-03,11:37:32,U46QNAQAFR2U,ATM,INR,849.32,100006148,Amira Naidu,Axis Bank,851784572226,Salary,UTIB2368801,+916658111686,100002935,Meenakshi Khan,Union Bank of India,657499395049,Savings,UBIN6775919,+919744518075
ATM250303M8P6MS,2025-03-03,12:22:08,2O1TQEZRJONP,ATM,INR,11932.17,100004367,Deepali Barik,Bank of Baroda,313899343581,Savings,BARB2689440,+919612642208,100006338,Sangeeta Singh,HDFC Bank,382058279959,Savings,HDFC2212116,+917403408444
UPI250303QQM9PX,2025-03-03,12:32:00,T5TEIAFZC6GQ,UPI,INR,15694.92,100001003,Jay Pillai,State Bank of India,664223757771,Salary,SBIN1465672,+918750445092,100004077,Neeraj Bhattacharya,Bank of Baroda,515577628797,Salary,BARB9370033,+918286062943
ATM250303L21Q81,2025-03-03,13:01:00,8YYPO0E4LAMQ,ATM,INR,35736.72,100003724,Bharat Sen,Union Bank of India,735394204652,Savings,UBIN7050027,+916575838940,100001258,Sonia Pereira,Axis Bank,693108095243,Savings,UTIB6920356,+919205870018
TXN250303HH4Q6E,2025-03-03,13:16:01,8NSU70DOV8JS,Cash Deposit,INR,12933.75,100003775,Prachi Goel,Kotak Mahindra Bank,957037494329,Salary,KKBK6302626,+919240363637,100001511,Milind Mathew,ICICI Bank,355068960065,Savings,ICIC9279753,+916487189258
TXN2503034G91TI,2025-03-03,13:47:52,QRW5SZYWLX2N,Cash Deposit,INR,17238.57,100002452,Om Patil,Kotak Mahindra Bank,409710772577,Savings,KKBK9639298,+917008070515,100000513,Jatin Mehta,Axis Bank,461119462502,Savings,UTIB2752457,+918068277597
UPI250303GFQAGL,2025-03-03,14:57:02,SYEALWPJJ6RW,UPI,INR,16558.89,100002002,Aayushi Naidu,State Bank of India,752348231783,Salary,SBIN6896824,+918974264082,100001924,Arnav Kalita,Axis Bank,647069413315,Savings,UTIB8454629,+917777059287
ATM250303VSCLLG,2025-03-03,15:07:14,DPEQCGITOP4G,ATM,INR,2149.33,100000751,Saanvi Agarwal,Canara Bank,594223103202,Savings,CNRB7981540,+919821754200,100005859,Saurabh Chatterjee,Punjab National Bank,204558940546,Savings,PUNB2687607,+918681413673
UPI250303ZVLFRV,2025-03-03,15:33:58,22WMGIHTTQLU,UPI,INR,20396.38,100005478,Ekansh Chatterjee,Kotak Mahindra Bank,213232337016,Savings,KKBK3710346,+919893131754,100003562,Ansh Krishnan,Punjab National Bank,737038471545,Savings,PUNB9770394,+916020248860
ATM2503035MP8J7,2025-03-03,17:16:39,Y3R526UL0HBB,ATM,INR,5689.58,100000313,Arnav Desai,Union Bank of India,655687970571,Salary,UBIN4699167,+918364246419,100005697,Nilesh Naidu,Bank of Baroda,341917665405,Salary,BARB5374696,+918584425155
ATM25030362TV5E,2025-03-03,17:56:32,W6R706CR9JZT,ATM,INR,1043.45,100003485,Nidhi Ghosh,Bank of Baroda,733293228232,Savings,BARB5693191,+917418564165,100006070,Bhavana Malhotra,IndusInd Bank,209331953467,Savings,INDB6096176,+919896429999
UPI250303OOBOQN,2025-03-03,18:54:56,P7SE0K31BW7F,UPI,INR,14244.38,100004485,Kavin Bhattacharya,Kotak Mahindra Bank,780259743607,Salary,KKBK5519494,+917246431648,100004621,Ojaswini Rathod,Axis Bank,233303241901,Savings,UTIB9703483,+918940237490
UPI250303AC3HWC,2025-03-03,23:02:07,ARSVK5ZBTIRD,UPI,INR,21813.4,100004251,Mitul Kohli,Punjab National Bank,945999235805,Salary,PUNB3686088,+917218983467,100002988,Anurag Krishnan,HDFC Bank,119872131849,Savings,HDFC5780504,+917537780723
ATM250304I32F94,2025-03-04,01:18:55,OVBU531CKVTZ,ATM,INR,16383.9,100003095,Jia Kohli,Union Bank of India,490319088540,Savings,UBIN5419134,+919396508569,100002768,Abhinav Menon,Kotak Mahindra Bank,106566628127,Savings,KKBK4439119,+918721606129
UPI2503043XN0HM,2025-03-04,03:28:34,K4LJFWPSYMTH,UPI,INR,23017.14,100005869,Meera Majumdar,ICICI Bank,979505501048,Savings,ICIC5093909,+919772774577,100006442,Jaya Kapoor,IndusInd Bank,685303752969,Savings,INDB2689292,+919875402560
ATM2503041WV96D,2025-03-04,06:30:29,LDO7EDMD3V5S,ATM,INR,11794.16,100000497,Chhavi Ali,Punjab National Bank,405526846970,Savings,PUNB3846401,+918514351191,100000534,Nandita Rathod,Union Bank of India,998675060625,Salary,UBIN2502746,+918947516711
ATM250304GEHLF7,2025-03-04,07:28:27,JMIRI9ZLQNQ9,ATM,INR,29436.82,100004754,Ishwar Subramanian,Union Bank of India,519663050699,Savings,UBIN4364704,+918926189084,100002602,Rachit Shetty,Kotak Mahindra Bank,124678101515,Demat,KKBK6261721,+918182107087
TXN250304EOQNKU,2025-03-04,09:23:06,R1H89B6M7LEL,Cash Deposit,INR,27382.12,100002084,Hari Sen,HDFC Bank,619421300935,Savings,HDFC9887569,+918023844567,100002480,Narayan Pereira,Punjab National Bank,373013290461,Savings,PUNB2538068,+916564763748
ATM250304GK2FNQ,2025-03-04,09:28:02,D75F8P60VLTF,ATM,INR,189.97,100003965,Deepti Bhattacharya,Bank of Baroda,500529934760,Salary,BARB7031722,+919646677603,100003041,Aanya Kar,State Bank of India,370692953600,Savings,SBIN8997873,+916020521859
TXN25030406SPD8,2025-03-04,09:42:08,JPFUQHOQ78BO,Cash Deposit,INR,33542.88,100005429,Geetanjali Mehta,Axis Bank,292955425624,Salary,UTIB8695001,+918248669894,100006489,Jagadish Reddy,ICICI Bank,499656440077,Salary,ICIC4713487,+918796913605
ATM2503047T4NYG,2025-03-04,10:12:02,FQ54GMG5AQHN,ATM,INR,19645.8,100006425,Gargi Joshi,HDFC Bank,323377783719,Savings,HDFC5622142,+919177143828,100003650,Poonam Dubey,IndusInd Bank,544276524571,Savings,INDB1702729,+917059408778
ATM250304U6WN0K,2025-03-04,10:15:13,8ABLNHZA8W4W,ATM,INR,17654.01,100005899,Ekansh Kaur,Axis Bank,523719842108,Savings,UTIB4903105,+916454279208,100005970,Shreya Roy,Canara Bank,467208474702,Savings,CNRB6422838,+917786379479
TXN250304Z60OEA,2025-03-04,12:19:20,TPM5YDT3N6FE,Cash Deposit,INR,32548.34,100004411,Randhir Mohanty,Axis Bank,928650760389,Savings,UTIB1835434,+916015450890,100002702,Harshita Deshmukh,Bank of Baroda,336401527342,Savings,BARB3817893,+917378988701
IMPS250304A4W4WM,2025-03-04,12:56:17,GC2616UHQKFV,IMPS,INR,19824.54,100001784,Ruchi Agarwal,IndusInd Bank,537626684721,Salary,INDB2329445,+917914107048,100006516,Jyoti Menon,Bank of Baroda,470552856610,Salary,BARB8126519,+918386857947
UPI250304G7L71C,2025-03-04,13:51:32,Z95DBSRK0ER9,UPI,INR,2208.94,100001130,Hemant Ansari,Axis Bank,876708782052,Salary,UTIB2518482,+918353878878,100005680,Malini Jain,State Bank of India,234093661585,Salary,SBIN5344456,+916401402202
UPI250304K8KHQK,2025-03-04,13:51:56,VZLBCQMG3R53,UPI,INR,7330.52,100000798,Aarthi Syed,Union Bank of India,754923094038,Savings,UBIN1454364,+917385213450,100000514,Nachiket Roy,Kotak Mahindra Bank,867256506400,Savings,KKBK7308146,+918810305517
TXN250304M30QYF,2025-03-04,14:06:47,U4MQ2984N4HN,Cash Deposit,INR,41871.0,100004445,Komal Lal,Union Bank of India,383809819789,Savings,UBIN1824389,+916362688646,100005732,Gautam Barik,Punjab National Bank,968732402478,Savings,PUNB2083755,+918746005815
ATM2503047J75CD,2025-03-04,14:17:45,ZH5331OW459M,ATM,INR,5815.84,100002897,Aashish Gupta,Axis Bank,976797726893,Salary,UTIB9540346,+917938295768,100004562,Daksh Singh,Union Bank of India,873059598337,Demat,UBIN1114690,+917500004938
UPI250304BWNMPB,2025-03-04,15:52:54,LDMM2S3KB1OA,UPI,INR,7146.46,100004127,Sahil Jain,Punjab National Bank,687772042855,Salary,PUNB6132983,+917965466436,100002823,Anil Ghosh,Kotak Mahindra Bank,747859592336,Savings,KKBK4763174,+918946271950
