IPDR_ID,Session_Date,Session_Start_Time,Subscriber_IMSI,Subscriber_MSISDN,Device_IMEI,Source_IP_Address,Destination_IP_Address,Destination_Port,Cell_Global_ID,Session_Duration_Seconds
IPDR202600043680,2025-01-30,07:19:53,404432903766024,+918223902580,352106779268990,10.11.208.146,203.0.113.91,443,404-45-494-391,12
IPDR202600043720,2025-06-15,03:55:10,404937076872196,+917108246205,359329111794583,10.137.165.219,198.51.100.213,8443,404-45-522-026,30
IPDR202600043724,2025-05-09,05:47:53,404775867779992,+917139435997,353641324305350,10.187.80.12,203.0.113.117,443,404-45-919-883,17
IPDR202600043726,2025-08-11,09:50:11,404982658525554,+917740841180,359574687676495,10.56.187.113,203.0.113.114,443,404-45-704-433,9
IPDR202600043740,2025-09-19,23:06:16,404362992853194,+916945270946,359137917587225,10.39.197.64,198.51.100.114,443,404-45-478-292,5
IPDR202600043799,2025-11-15,00:13:48,404104719920098,+919797309295,358564711614058,10.1.125.117,198.51.100.51,443,404-45-571-359,50
IPDR202600043817,2025-11-18,06:56:46,404750997518237,+916015450890,359822844509046,10.86.74.249,198.51.100.211,443,404-45-612-781,2
IPDR202600043821,2025-07-03,19:10:25,404640423423885,+918690927876,358416554337947,10.116.242.124,198.51.100.155,80,404-45-521-822,12
IPDR202600043861,2025-12-26,19:14:37,404515204047661,+918470791969,355738702085628,10.226.34.60,198.51.100.26,443,404-45-891-297,16
IPDR202600043874,2025-06-12,00:12:38,404929468829220,+918118211392,358071996273930,10.49.130.190,203.0.113.76,80,404-45-881-345,11
IPDR202600043880,2025-09-04,00:56:20,404868161963058,+916084272030,355084167088362,10.239.7.128,203.0.113.225,443,404-45-371-406,6
IPDR202600043922,2025-12-28,02:04:36,404801134284088,+919718897270,350389702821913,10.76.80.188,198.51.100.210,80,404-45-211-255,37
IPDR202600043924,2025-09-16,16:08:42,404035989590786,+919713364228,359172753052471,10.130.170.236,203.0.113.98,443,404-45-521-822,11
IPDR202600043951,2025-04-02,17:40:00,404225730063182,+919612549351,358622642293560,10.150.48.187,198.51.100.245,53,404-45-612-781,27
IPDR202600043962,2025-07-21,09:04:53,404969369185189,+916938174319,352649854359926,10.218.182.209,203.0.113.169,53,404-45-669-678,20
IPDR202600043966,2025-05-17,03:07:16,404142071026873,+916662607238,359439335587165,10.214.80.155,198.51.100.16,443,404-45-145-004,5
IPDR202600043974,2025-01-01,17:02:14,404614967346515,+917366141379,357511105761798,10.219.18.213,203.0.113.215,80,404-45-801-333,2
IPDR202600043998,2025-05-07,11:23:45,404243548799159,+916508363615,356037185373039,10.11.158.201,203.0.113.213,5228,404-45-796-739,210
IPDR202600044035,2025-06-29,21:38:29,404241668397561,+917543004282,359229299964357,10.74.134.244,198.51.100.134,80,404-45-204-095,22
IPDR202600044049,2025-10-20,03:21:24,404296283717694,+918666798076,359562842685807,10.67.63.177,203.0.113.38,53,404-45-995-946,73
IPDR202600044060,2025-02-23,11:07:13,404105364330204,+919257139689,356122917213913,10.165.234.20,198.51.100.209,443,404-45-951-827,7
IPDR202600044076,2025-06-13,00:20:58,404570730763588,+918243537186,358892548433911,10.146.251.222,198.51.100.1,5228,404-45-821-072,7
IPDR202600044085,2025-02-18,06:37:32,404010972084597,+917691728825,357918586892171,10.173.117.214,198.51.100.33,8443,404-45-214-078,8
IPDR202600044091,2025-08-18,21:34:08,404868729932395,+919139137413,354751249754868,10.227.129.42,198.51.100.21,443,404-45-814-433,3
IPDR202600044113,2025-12-17,13:28:34,404023156221920,+919326665043,350074729682698,10.102.248.114,198.51.100.193,53,404-45-194-650,15
IPDR202600044121,2025-06-25,08:14:28,404349215116533,+918495071116,359023935335194,10.199.145.106,198.51.100.33,443,404-45-897-945,6
IPDR202600044128,2025-12-09,12:49:50,404841123582734,+919345231893,357477266962404,10.137.166.159,198.51.100.191,443,404-45-669-678,2
IPDR202600044133,2025-01-16,11:26:16,404050311982444,+918410210628,357657084692098,10.61.47.35,203.0.113.240,443,404-45-446-022,12
IPDR202600044139,2025-06-12,18:35:01,404989630331467,+916405988974,358168268366441,10.115.215.36,203.0.113.224,8443,404-45-887-657,1
IPDR202600044145,2025-11-25,06:46:56,404134004227625,+917371519719,357049269181579,10.217.12.49,198.51.100.137,53,404-45-862-575,3
IPDR202600044148,2025-12-22,18:01:42,404937119590849,+918621001114,358435979286042,10.138.213.98,203.0.113.136,80,404-45-119-115,9
IPDR202600044151,2025-07-10,15:34:20,404301227770353,+919535878966,351066501499809,10.205.38.64,198.51.100.208,53,404-45-641-258,27
IPDR202600044169,2025-06-16,14:16:22,404119026535085,+917655318225,354724552189333,10.218.128.64,203.0.113.13,5228,404-45-860-567,5
IPDR202600044174,2025-12-11,15:06:03,404607207505822,+919055238477,356860549563361,10.175.28.46,203.0.113.24,80,404-45-400-446,4
IPDR202600044229,2025-06-09,09:04:21,404325815476354,+918186734279,352706579634232,10.165.80.42,198.51.100.124,443,404-45-683-253,16
IPDR202600044230,2025-03-11,08:37:06,404795346379248,+917945938283,353726500135362,10.112.214.60,203.0.113.111,443,404-45-211-255,48
IPDR202600044274,2025-10-27,19:59:21,404103102104233,+919493794587,353932265236435,10.248.133.77,203.0.113.56,80,404-45-160-169,18
IPDR202600044279,2025-03-07,06:23:34,404934483610783,+916026573688,351794638008881,10.78.105.3,198.51.100.107,80,404-45-308-704,31
IPDR202600044293,2025-03-06,09:48:46,404782560190825,+917322937836,350225400026432,10.60.149.160,203.0.113.242,443,404-45-799-664,1
IPDR202600044301,2025-01-30,04:14:31,404911805795515,+918399144115,356529301728704,10.247.81.191,203.0.113.221,443,404-45-342-886,5
IPDR202600044339,2025-01-11,22:33:18,404436984436930,+917984465285,350289124787490,10.238.75.180,198.51.100.83,443,404-45-860-567,18
IPDR202600044469,2025-09-19,10:52:31,404076119096060,+918798786831,355923462773763,10.202.1.116,203.0.113.61,443,404-45-180-088,7
IPDR202600044477,2025-02-06,15:05:54,404955494298380,+918751136354,358493104613870,10.37.72.142,203.0.113.83,53,404-45-773-598,9
IPDR202600044494,2025-03-24,00:57:56,404695012539890,+919297855577,356203354387476,10.185.38.82,198.51.100.28,80,404-45-508-688,34
IPDR202600044593,2025-12-23,17:06:10,404620166196158,+917074707241,352380867829352,10.79.190.198,198.51.100.64,443,404-45-878-546,1
IPDR202600044606,2025-05-12,10:50:26,404755684535020,+916274990881,352391474599118,10.104.210.13,203.0.113.223,443,404-45-378-289,64
IPDR202600044624,2025-05-17,03:03:02,404142071026873,+916662607238,359439335587165,10.85.37.238,203.0.113.216,123,404-45-145-004,135
IPDR202600044627,2025-05-17,22:43:51,404954341991008,+916514444241,354682315116551,10.13.43.122,203.0.113.138,443,404-45-902-804,11
IPDR202600044629,2025-08-09,10:12:12,404852649995050,+918338229837,357753276223110,10.193.25.234,203.0.113.193,8080,404-45-235-741,5
IPDR202600044635,2025-10-27,14:58:17,404839398605771,+918022731031,352777173290326,10.244.143.230,198.51.100.56,443,404-45-680-898,1
IPDR202600044654,2025-09-03,13:25:21,404812624536468,+919594849368,356416763436171,10.169.243.141,198.51.100.9,443,404-45-194-650,3
IPDR202600044660,2025-03-23,21:04:20,404838733857404,+918886151686,359310261797685,10.40.103.87,198.51.100.119,443,404-45-984-747,10
IPDR202600044676,2025-02-01,21:59:53,404372078850360,+917298192697,358990719266887,10.65.77.34,198.51.100.221,8443,404-45-785-498,9
IPDR202600044679,2025-04-22,08:51:39,404967926232324,+919905948889,359811576706903,10.212.162.176,198.51.100.95,53,404-45-678-536,3
IPDR202600044688,2025-08-06,13:13:41,404895033827125,+919605760738,356797841651732,10.84.67.121,198.51.100.82,443,404-45-102-400,24
IPDR202600044698,2025-09-12,01:59:00,404817156006422,+919493016966,351493089747468,10.181.57.182,203.0.113.13,80,404-45-571-359,44
IPDR202600044725,2025-07-11,08:57:17,404499515927681,+917313934114,356883222346275,10.26.14.238,203.0.113.52,443,404-45-629-463,7
IPDR202600044736,2025-10-13,10:04:00,404981882774590,+916323599598,356051644861259,10.181.32.133,203.0.113.116,443,404-45-835-323,11
IPDR202600044753,2025-11-08,02:01:51,404479859078459,+918736319643,357910948712763,10.106.82.105,203.0.113.4,8080,404-45-987-104,24
IPDR202600044771,2025-07-20,17:12:55,404177107860613,+917283590499,353312551134091,10.244.12.17,203.0.113.95,5228,404-45-830-320,1
IPDR202600044773,2025-01-07,19:16:00,404171441749762,+919624915154,353871475821544,10.180.205.165,198.51.100.171,443,404-45-246-272,11
IPDR202600044808,2025-09-23,13:20:37,404387050182283,+918132420926,354164549934649,10.105.33.216,203.0.113.239,5228,404-45-869-959,146
IPDR202600044809,2025-11-16,17:54:12,404146529918829,+918407468479,355661745230251,10.157.224.232,198.51.100.242,443,404-45-282-520,8
IPDR202600044836,2025-08-30,04:31:08,404775867779992,+917139435997,353641324305350,10.180.110.221,198.51.100.234,80,404-45-813-981,26
IPDR202600044840,2025-07-18,18:02:27,404238516403650,+917459240913,352583236938253,10.180.29.79,198.51.100.49,443,404-45-479-364,61
IPDR202600044864,2025-03-31,13:07:40,404187617504206,+919541078632,356941933406067,10.69.82.149,198.51.100.174,443,404-45-146-678,6
IPDR202600044866,2025-10-24,10:15:49,404924035669096,+919897061220,352413649482941,10.98.233.86,198.51.100.238,443,404-45-119-115,13
IPDR202600044880,2025-04-02,16:17:05,404673103385771,+919260394257,358478852390172,10.171.96.19,203.0.113.55,53,404-45-755-705,9
IPDR202600044884,2025-11-30,07:52:24,404434278130702,+918365642707,350467026302288,10.189.87.117,198.51.100.73,8443,404-45-304-837,1
IPDR202600044891,2025-04-25,11:11:39,404436984436930,+917984465285,350289124787490,10.175.92.120,198.51.100.38,8080,404-45-935-071,77
IPDR202600044918,2025-07-23,00:50:19,404516083446689,+918185194936,355578422779444,10.255.160.30,203.0.113.104,443,404-45-869-959,3
IPDR202600044941,2025-08-03,10:14:06,404532110511544,+917288000354,351944368083242,10.103.70.7,203.0.113.37,80,404-45-170-610,6
IPDR202600044954,2025-09-07,00:09:52,404348804437862,+918513652338,358559391348291,10.122.137.154,203.0.113.112,8443,404-45-423-958,6
IPDR202600044970,2025-03-02,02:44:56,404449745286578,+916515042423,351713912111152,10.202.43.196,198.51.100.27,53,404-45-818-559,7
IPDR202600044999,2025-03-24,11:23:50,404135140516803,+918939406609,354467252281818,10.224.135.12,203.0.113.184,123,404-45-471-900,22
IPDR202600045030,2025-06-16,04:44:43,404387050182283,+918132420926,354164549934649,10.66.10.69,203.0.113.131,443,404-45-371-541,6
IPDR202600045033,2025-08-21,15:23:57,404058285829410,+918281664145,355374301490384,10.10.230.102,203.0.113.104,443,404-45-742-164,7
IPDR202600045054,2025-02-24,23:06:14,404471064106257,+918726608706,351215540153702,10.89.149.21,203.0.113.184,53,404-45-533-988,10
IPDR202600045072,2025-05-31,01:22:13,404967227939172,+919087110378,351788351604299,10.200.99.141,198.51.100.227,80,404-45-649-128,4
IPDR202600045107,2025-12-19,15:55:40,404397536453971,+919611058482,356864902196456,10.165.206.232,203.0.113.233,443,404-45-881-345,11
IPDR202600045109,2025-03-21,12:48:07,404778581566861,+919285621806,352768920226468,10.166.13.109,198.51.100.47,443,404-45-160-169,5
IPDR202600045128,2025-12-23,15:55:32,404440168507590,+916575838940,352000244690704,10.156.162.152,198.51.100.40,443,404-45-620-083,9
IPDR202600045156,2025-05-12,03:23:10,404078416980158,+918386857947,354034089734219,10.181.181.137,203.0.113.52,80,404-45-835-499,10
IPDR202600045194,2025-10-15,19:50:35,404082752725351,+919900586055,353892359151229,10.68.153.215,203.0.113.254,443,404-45-993-622,9
IPDR202600045206,2025-07-12,17:52:29,404630342360375,+916113148304,355106872697450,10.141.136.103,203.0.113.212,80,404-45-928-891,5
IPDR202600045247,2025-12-10,08:20:59,404565806038870,+919376485855,350490320845893,10.55.101.212,203.0.113.39,443,404-45-316-936,34
IPDR202600045260,2025-08-31,00:04:19,404471825872070,+916983480372,354926761999127,10.119.82.183,198.51.100.13,123,404-45-516-195,32
IPDR202600045304,2025-10-14,16:03:29,404115973524821,+919038361051,357820563301934,10.62.110.229,198.51.100.3,8443,404-45-371-949,10
IPDR202600045333,2025-08-23,01:17:54,404417240135466,+918244683036,356665373035166,10.112.218.208,198.51.100.13,443,404-45-473-167,6
IPDR202600045398,2025-01-12,11:24:56,404187542153932,+916791902612,357741164304432,10.218.247.50,203.0.113.203,443,404-45-491-894,18
IPDR202600045402,2025-05-18,04:05:10,404427107605994,+916018950497,358925740673790,10.53.17.224,203.0.113.78,443,404-45-234-688,10
IPDR202600045415,2025-02-23,13:39:13,404934483610783,+916026573688,351794638008881,10.229.90.204,203.0.113.2,80,404-45-767-554,36
IPDR202600045435,2025-11-19,19:29:28,404290913772444,+919099798724,354662149246057,10.53.252.9,198.51.100.199,80,404-45-697-409,4
IPDR202600045475,2025-07-08,20:58:48,404081478984109,+917096748366,357616940228932,10.8.76.72,203.0.113.242,80,404-45-487-081,13
IPDR202600045502,2025-12-21,00:08:18,404339945903720,+917442580381,357774848995581,10.162.221.50,198.51.100.218,5228,404-45-146-678,14
IPDR202600045504,2025-03-21,04:36:25,404069542185148,+917578755608,358219555822950,10.84.169.124,203.0.113.199,443,404-45-702-226,176
IPDR202600045521,2025-03-03,21:08:43,404565046361968,+916459441639,353802504484345,10.100.161.68,203.0.113.84,443,404-45-860-567,13
IPDR202600045540,2025-06-25,03:03:48,404448084740171,+919886214499,359017324241386,10.57.52.86,203.0.113.50,443,404-45-235-741,13
IPDR202600045563,2025-10-15,12:13:59,404051910798849,+919911769932,355078456117409,10.226.53.96,198.51.100.135,8080,404-45-367-210,19
IPDR202600045577,2025-03-07,00:18:57,404735955345011,+916500714924,353270298981204,10.164.245.183,198.51.100.223,443,404-45-564-004,6
IPDR202600045591,2025-04-17,08:43:48,404832790840193,+916566410702,358074749382953,10.20.180.224,198.51.100.33,80,404-45-334-842,7
IPDR202600045606,2025-03-31,18:16:43,404482476454619,+918335488952,354741739740585,10.44.252.105,198.51.100.11,5228,404-45-693-754,1
IPDR202600045662,2025-01-08,21:12:19,404861937395853,+919818558830,357084957014998,10.103.88.124,203.0.113.103,443,404-45-999-581,5
IPDR202600045686,2025-04-22,11:25:31,404725565898828,+919030753832,357071442979277,10.80.175.156,203.0.113.19,8080,404-45-195-949,44
IPDR202600045703,2025-03-11,20:40:29,404045176102072,+918833608117,354555068555621,10.122.101.91,203.0.113.229,443,404-45-208-892,33
IPDR202600045709,2025-01-20,17:31:37,404824972666194,+917433422977,350643031565003,10.68.158.139,198.51.100.142,80,404-45-448-285,6
IPDR202600045717,2025-10-05,00:49:15,404590182667932,+919208418675,359525398913002,10.194.180.13,198.51.100.54,443,404-45-881-345,3
IPDR202600045722,2025-11-17,07:46:59,404187542153932,+916791902612,357741164304432,10.253.117.234,198.51.100.32,80,404-45-710-066,8
IPDR202600045732,2025-07-23,14:36:19,404025077960052,+917103301219,357157435660238,10.1.195.247,198.51.100.223,8443,404-45-565-293,31
IPDR202600045758,2025-04-07,16:12:54,404552273161789,+918553840504,350979045133925,10.84.66.100,203.0.113.48,443,404-45-995-946,23
IPDR202600045767,2025-04-21,20:11:17,404115128469385,+916184966761,358118007313573,10.252.209.27,203.0.113.183,443,404-45-818-960,25
IPDR202600045802,2025-08-09,12:59:13,404864295030886,+918090963793,350140567573699,10.73.13.101,203.0.113.144,123,404-45-995-946,3
IPDR202600045807,2025-03-17,02:09:00,404969191860396,+917422691205,355164168640243,10.52.71.110,203.0.113.253,80,404-45-521-822,10
IPDR202600045818,2025-09-13,11:52:50,404787712168763,+917024544717,351323383247574,10.239.106.100,203.0.113.166,443,404-45-181-876,19
IPDR202600045852,2025-05-12,03:40:13,404371840127821,+917209638279,355184127823467,10.223.206.60,198.51.100.88,80,404-45-835-499,10
IPDR202600045886,2025-12-29,14:06:25,404523052985527,+919966441687,355324421848994,10.89.182.58,198.51.100.97,443,404-45-798-907,21
IPDR202600045892,2025-09-26,23:04:10,404572957693839,+919211956988,353117050473728,10.56.212.207,203.0.113.75,443,404-45-283-755,9
IPDR202600045903,2025-11-29,05:13:02,404900824727003,+917765785944,352958580177614,10.212.232.186,198.51.100.34,443,404-45-839-897,8
IPDR202600045917,2025-04-10,12:37:36,404667454531285,+919190116831,358708911517832,10.171.204.234,198.51.100.217,443,404-45-906-719,4
IPDR202600045923,2025-06-27,02:01:17,404620293038633,+919005820762,352760765102000,10.153.218.9,198.51.100.102,8443,404-45-919-883,6
IPDR202600045937,2025-04-16,05:55:15,404401532276907,+917463628825,350168665612699,10.217.170.177,203.0.113.36,53,404-45-999-581,65
IPDR202600045940,2025-01-19,04:09:19,404801625735511,+917071934390,350485579681618,10.2.120.13,198.51.100.192,53,404-45-954-379,7
IPDR202600045945,2025-01-22,19:32:37,404475958372245,+919072459288,359383639978026,10.160.224.183,198.51.100.68,443,404-45-821-072,22
IPDR202600045981,2025-08-07,18:35:22,404391065804089,+917880755294,352332040789068,10.35.60.190,203.0.113.9,443,404-45-755-705,14
IPDR202600046001,2025-09-21,12:05:01,404896104187648,+919985306500,359026709068948,10.59.73.52,198.51.100.21,443,404-45-370-518,4
IPDR202600046010,2025-12-09,06:05:52,404275623906387,+917199768899,353707099372409,10.25.140.218,198.51.100.204,443,404-45-785-885,5
IPDR202600046018,2025-08-18,23:08:59,404478494613857,+918403326267,356954707600444,10.113.245.222,198.51.100.193,123,404-45-170-610,29
IPDR202600046023,2025-02-19,02:17:11,404563164275793,+917144426283,359608312160489,10.132.155.22,198.51.100.59,53,404-45-478-292,29
IPDR202600046036,2025-03-03,21:23:13,404565046361968,+916459441639,353802504484345,10.190.106.216,198.51.100.196,80,404-45-102-400,13
IPDR202600046050,2025-07-05,05:33:14,404503668221584,+918741550706,357972942224507,10.108.206.138,198.51.100.242,443,404-45-750-855,31
IPDR202600046054,2025-09-15,04:49:48,404393189762567,+917394359049,355768808045384,10.152.41.122,203.0.113.93,443,404-45-801-333,57
IPDR202600046074,2025-10-28,06:45:39,404685423453438,+918449618521,358764158018139,10.44.26.158,198.51.100.69,443,404-45-513-123,4
IPDR202600046085,2025-12-05,17:40:15,404774830309390,+917062097983,353463448498954,10.36.147.173,203.0.113.23,5228,404-45-710-066,2
IPDR202600046088,2025-07-18,22:00:52,404499213326899,+919298342479,350199550923964,10.160.104.163,198.51.100.238,80,404-45-626-244,17
IPDR202600046092,2025-11-21,13:20:15,404770906715531,+919382393873,356790527106990,10.29.114.31,198.51.100.244,8443,404-45-205-363,1
IPDR202600046098,2025-09-08,08:25:55,404905790984572,+919852491309,352914746946447,10.182.226.78,198.51.100.194,5228,404-45-170-610,39
IPDR202600046106,2025-04-17,17:12:40,404470428600097,+918430577429,354215565588004,10.50.20.194,203.0.113.185,80,404-45-338-518,12
IPDR202600046125,2025-11-10,01:31:24,404398658364057,+918913388596,356273247826276,10.120.124.201,203.0.113.225,80,404-45-670-225,9
IPDR202600046156,2025-09-12,09:24:52,404351930190258,+916791524906,354285588483997,10.5.123.16,203.0.113.17,8443,404-45-880-166,4
IPDR202600046200,2025-06-01,14:55:03,404892888125501,+919689413640,353533742807516,10.231.123.49,203.0.113.166,53,404-45-470-225,1
IPDR202600046204,2025-04-07,21:35:45,404007120161986,+919477846389,353204258493266,10.240.81.118,198.51.100.148,443,404-45-981-113,5
IPDR202600046211,2025-07-12,16:44:59,404770393116704,+918501249628,357001673751864,10.91.100.24,198.51.100.79,443,404-45-378-289,14
IPDR202600046221,2025-01-24,06:02:24,404778581566861,+919285621806,352768920226468,10.210.25.99,203.0.113.177,443,404-45-473-167,74
IPDR202600046229,2025-03-22,10:38:23,404863497884735,+917346187234,355174632162189,10.59.45.105,198.51.100.49,123,404-45-987-104,24
IPDR202600046245,2025-08-16,21:20:23,404734007419507,+917559742054,354869362668823,10.29.226.88,203.0.113.226,443,404-45-552-565,15
IPDR202600046283,2025-06-09,22:20:20,404902910038777,+917452017250,354628911197579,10.98.54.10,203.0.113.195,443,404-45-822-438,10
IPDR202600046289,2025-08-02,06:32:37,404956312496439,+919529891715,356140923827976,10.60.22.198,203.0.113.208,443,404-45-521-822,22
IPDR202600046301,2025-06-01,13:20:35,404871129355876,+919764720355,357966438281112,10.206.253.211,198.51.100.195,123,404-45-999-138,39
IPDR202600046305,2025-05-09,03:04:28,404916408835853,+919103002013,356532300782724,10.56.40.225,203.0.113.187,80,404-45-614-942,1
IPDR202600046318,2025-12-28,20:44:00,404272196830519,+918198745637,354959000254358,10.36.155.202,198.51.100.6,443,404-45-315-699,4
IPDR202600046332,2025-10-28,12:20:51,404775408928373,+916546258705,355980180259385,10.117.67.110,198.51.100.66,8080,404-45-967-353,27
IPDR202600046336,2025-01-26,11:12:28,404626996628807,+918130444799,356707391539797,10.204.5.147,203.0.113.252,443,404-45-170-901,8
IPDR202600046381,2025-12-27,23:19:08,404281537805585,+916213343596,359075711559117,10.46.35.75,198.51.100.209,443,404-45-441-790,7
IPDR202600046404,2025-11-16,14:19:52,404191486201429,+918714145702,352274871262949,10.5.124.17,198.51.100.8,80,404-45-371-406,11
IPDR202600046451,2025-08-27,16:33:25,404472993768494,+919726146663,351027354312120,10.137.131.185,198.51.100.137,443,404-45-979-482,5
IPDR202600046462,2025-07-12,17:56:56,404630342360375,+916113148304,355106872697450,10.11.226.36,198.51.100.53,443,404-45-619-624,7
IPDR202600046472,2025-09-23,03:57:33,404367771189160,+917573260227,353696456075511,10.234.120.46,203.0.113.167,8080,404-45-999-581,20
IPDR202600046476,2025-09-25,22:26:40,404631246222753,+917760388083,354608669477689,10.48.81.188,203.0.113.152,80,404-45-180-088,1
IPDR202600046501,2025-08-14,23:59:44,404030440610600,+918567377345,352837027219577,10.20.15.38,203.0.113.32,443,404-45-767-554,7
IPDR202600046543,2025-05-01,14:49:55,404703235594957,+917662059884,354473235152208,10.5.151.39,198.51.100.165,443,404-45-516-195,5
IPDR202600046547,2025-02-09,01:39:33,404586115347819,+919421389179,353095049755065,10.220.82.77,203.0.113.228,443,404-45-629-463,8
IPDR202600046575,2025-06-03,02:42:15,404626442714264,+917994149650,356035032123071,10.222.180.177,203.0.113.65,80,404-45-678-536,26
IPDR202600046584,2025-02-15,21:21:53,404490402355063,+916883177162,354238092176001,10.59.10.111,203.0.113.69,80,404-45-283-755,35
IPDR202600046621,2025-04-03,20:21:01,404612283039936,+916260635104,352075813507734,10.50.91.175,198.51.100.115,443,404-45-924-324,9
IPDR202600046667,2025-03-31,13:16:56,404514378084392,+917331687992,358584012725145,10.228.45.184,203.0.113.55,80,404-45-371-949,89
IPDR202600046699,2025-01-24,07:35:28,404424884327982,+916324724525,356942945140804,10.60.238.226,203.0.113.86,443,404-45-915-996,2
IPDR202600046701,2025-06-05,15:45:53,404155664099733,+919139282580,353108189077082,10.156.31.142,203.0.113.219,443,404-45-716-028,3
IPDR202600046707,2025-09-15,12:34:40,404574152980440,+919873013956,358543162902690,10.231.226.58,203.0.113.215,443,404-45-378-289,12
IPDR202600046715,2025-11-04,21:21:10,404620146468532,+918576484744,353189496642478,10.103.151.220,203.0.113.216,443,404-45-415-374,29
IPDR202600046724,2025-06-27,19:37:00,404530150497959,+917103776964,353207339910650,10.200.85.171,198.51.100.154,123,404-45-878-546,9
IPDR202600046737,2025-08-22,23:51:38,404164446601476,+917780325783,354093762640831,10.30.207.46,203.0.113.19,443,404-45-448-285,28
IPDR202600046742,2025-03-14,13:07:05,404142935742424,+917766765161,359997679685147,10.56.141.97,198.51.100.250,443,404-45-769-542,2
IPDR202600046754,2025-03-24,11:48:32,404229649660205,+916035749603,358478003811197,10.12.113.69,203.0.113.7,443,404-45-887-657,22
IPDR202600046795,2025-08-16,07:15:11,404989415432201,+917519999042,353320078618476,10.178.130.235,198.51.100.101,443,404-45-779-107,36
IPDR202600046870,2025-06-07,05:47:46,404498940236266,+917163892412,351307609436868,10.181.248.111,198.51.100.190,80,404-45-194-650,33
IPDR202600046872,2025-10-19,18:41:52,404191767833870,+918579171918,350537794560575,10.21.240.240,198.51.100.38,443,404-45-564-004,10
IPDR202600046887,2025-10-17,14:51:26,404364115516923,+917282202555,350152278148208,10.195.53.41,203.0.113.145,8443,404-45-371-541,28
IPDR202600046913,2025-11-19,11:16:09,404745223060966,+919892401423,352241164919958,10.87.61.33,198.51.100.103,80,404-45-814-433,2
IPDR202600046918,2025-12-26,14:45:20,404322778202924,+916788660480,359920632856051,10.126.249.228,198.51.100.161,443,404-45-710-066,2
IPDR202600046931,2025-02-15,21:02:24,404490402355063,+916883177162,354238092176001,10.169.8.47,203.0.113.56,443,404-45-283-755,10
IPDR202600046964,2025-01-30,13:21:03,404769709997524,+916669831997,353538357266294,10.195.156.160,203.0.113.64,8080,404-45-102-400,6
IPDR202600046977,2025-02-23,21:59:19,404250837973859,+918694561739,352476219294664,10.137.36.208,198.51.100.18,443,404-45-374-068,19
IPDR202600046980,2025-12-15,01:18:23,404045370086611,+918234659344,351830211436526,10.100.115.187,203.0.113.32,80,404-45-520-479,52
IPDR202600046981,2025-10-09,15:38:14,404916850049126,+919488861053,358313064561249,10.123.32.221,203.0.113.94,443,404-45-180-088,13
IPDR202600047014,2025-08-13,08:35:49,404300837083033,+918438901003,353626590330348,10.126.69.253,203.0.113.162,443,404-45-710-066,12
IPDR202600047021,2025-02-16,16:17:16,404924243620528,+916858960592,350272287138525,10.226.183.225,203.0.113.137,443,404-45-479-364,7
IPDR202600047042,2025-08-12,18:52:30,404024398430840,+919364363345,357874122562930,10.176.54.37,203.0.113.100,443,404-45-605-094,1
IPDR202600047074,2025-03-22,17:55:18,404911794362389,+919997265532,357978580905722,10.128.3.132,203.0.113.88,443,404-45-835-323,24
IPDR202600047084,2025-06-13,14:55:17,404339733384501,+919291894778,354893059964458,10.133.19.74,198.51.100.146,8080,404-45-629-463,8
IPDR202600047107,2025-08-09,11:44:24,404711410182529,+919761524757,355619950218258,10.3.228.247,198.51.100.149,443,404-45-830-320,12
IPDR202600047130,2025-07-02,02:59:25,404152627819330,+917975017094,350317885402698,10.247.181.200,203.0.113.169,443,404-45-980-339,10
IPDR202600047133,2025-10-03,08:09:45,404622798947285,+916983699346,359512766727633,10.29.146.67,198.51.100.32,443,404-45-322-992,13
IPDR202600047159,2025-09-17,18:09:40,404252916854472,+917871245964,356360896116251,10.25.129.42,203.0.113.225,443,404-45-533-988,20
IPDR202600047160,2025-01-29,19:18:53,404554374586575,+916614308540,353649182947339,10.214.147.103,198.51.100.248,443,404-45-505-906,22
IPDR202600047191,2025-08-28,16:49:40,404854898768103,+916793257571,351264296331890,10.83.75.179,203.0.113.84,443,404-45-821-072,6
IPDR202600047208,2025-12-01,11:22:11,404788468683667,+917680336387,359420616259050,10.172.181.3,198.51.100.231,8443,404-45-448-115,13
IPDR202600047240,2025-02-12,22:30:58,404530150497959,+917103776964,353207339910650,10.21.180.241,203.0.113.242,443,404-45-261-449,4
IPDR202600047242,2025-09-07,00:18:34,404739385738996,+917203514216,356635539338386,10.160.151.163,198.51.100.211,80,404-45-649-128,38
IPDR202600047249,2025-08-17,22:57:02,404372654600703,+918573720369,352719752279285,10.179.188.251,198.51.100.180,80,404-45-376-948,6
IPDR202600047257,2025-02-06,20:28:08,404262439678237,+918129292740,350669312439364,10.181.247.124,198.51.100.131,80,404-45-261-449,33
IPDR202600047294,2025-07-04,17:47:45,404488574908295,+919660533700,354883624702198,10.203.87.118,203.0.113.53,443,404-45-924-324,41
IPDR202600047301,2025-07-01,09:39:02,404319847844278,+916816927708,359818768153227,10.168.233.213,203.0.113.73,80,404-45-718-271,22
IPDR202600047322,2025-09-08,16:26:39,404892032544602,+916963444429,357870465056611,10.243.86.195,198.51.100.224,80,404-45-371-949,6
