CDR_ID,Call_Date,Call_Start_Time,A_Party_Number,B_Party_Number,Call_Type,Call_Duration_Seconds,IMSI,IMEI,First_BTS_Location,First_Cell_Global_ID,Roaming_Network_Circle
CDR202600016784,2025-08-28,11:16:20,+919271437076,+917628999852,VOICE,227,404258355879605,350977320006271,Delhi_BTS_003,404-45-662-170,Delhi
CDR202600016806,2025-05-17,03:03:14,+916662607238,+917023655467,VOICE,56,404142071026873,359439335587165,UttarPradesh_BTS_012,404-45-145-004,Uttar Pradesh
CDR202600016809,2025-08-11,01:07:32,+918025884295,+916746134266,VOICE,247,404246895055097,354870679856690,Mumbai_BTS_004,404-45-980-339,Mumbai
CDR202600016837,2025-10-18,05:22:38,+917761792416,+918012453915,VOICE,7,404131629932306,355468468305072,Rajasthan_BTS_012,404-45-798-907,Rajasthan
CDR202600016843,2025-12-18,22:42:24,+919407359009,+918649972048,VOICE,171,404103096375977,350705963010234,Maharashtra_BTS_001,404-45-881-345,Maharashtra
CDR202600016862,2025-10-13,08:30:42,+918767260656,+919869963886,VOICE,43,404363589609744,356820305197751,Maharashtra_BTS_005,404-45-181-876,Maharashtra
CDR202600016867,2025-12-02,23:29:27,+919530476674,+916497063500,SMS,0,404218645545408,357650585192968,TamilNadu_BTS_002,404-45-620-083,Tamil Nadu
CDR202600016871,2025-08-26,07:06:52,+918513652338,+918717621688,VOICE,10,404348804437862,358559391348291,Rajasthan_BTS_007,404-45-697-409,Rajasthan
CDR202600016878,2025-11-07,03:41:24,+919481999310,+917115930003,VOICE,120,404455101513796,350687085571689,UttarPradesh_BTS_007,404-45-779-107,Uttar Pradesh
CDR202600016920,2025-12-22,10:29:01,+919343914928,+917576036849,SMS,0,404950575916425,354543481198247,UttarPradesh_BTS_011,404-45-533-850,Uttar Pradesh
CDR202600016930,2025-07-11,11:46:54,+919750518334,+919063455013,VOICE,276,404680770705936,356028474473915,Maharashtra_BTS_003,404-45-949-644,Maharashtra
CDR202600016938,2025-10-04,05:53:40,+917641309711,+916803693943,VOICE,32,404312870409485,353018319589196,Maharashtra_BTS_006,404-45-489-285,Maharashtra
CDR202600016962,2025-01-30,09:49:08,+918023844567,+917050477573,VOICE,20,404171825128017,352189169124027,UttarPradesh_BTS_012,404-45-441-790,Uttar Pradesh
CDR202600016983,2025-06-16,14:13:22,+918438901003,+918553840504,VOICE,82,404300837083033,353626590330348,Rajasthan_BTS_015,404-45-612-781,Rajasthan
CDR202600016988,2025-10-03,23:43:37,+917259833994,+916609187454,SMS,0,404306363934535,353753978039457,Rajasthan_BTS_019,404-45-471-900,Rajasthan
CDR202600017008,2025-09-22,13:48:28,+916653181892,+918604732277,VOICE,188,404609560643333,358623804256644,Gujarat_BTS_007,404-45-928-891,Gujarat
CDR202600017013,2025-07-05,20:24:18,+918050745398,+917251525914,SMS,0,404259187090226,350208487034847,Rajasthan_BTS_013,404-45-448-115,Rajasthan
CDR202600017025,2025-03-21,16:28:50,+918154821875,+919074333559,VOICE,85,404874096890488,353383599108453,UttarPradesh_BTS_010,404-45-308-704,Uttar Pradesh
CDR202600017050,2025-09-12,01:58:28,+919493016966,+916324219528,VOICE,61,404817156006422,351493089747468,WestBengal_BTS_009,404-45-571-359,West Bengal
CDR202600017058,2025-11-18,10:52:35,+917460284938,+919275704263,SMS,0,404039678532978,350218649647436,TamilNadu_BTS_002,404-45-620-083,Tamil Nadu
CDR202600017083,2025-12-29,20:26:34,+918741550706,+916901719348,VOICE,84,404503668221584,357972942224507,Mumbai_BTS_010,404-45-296-195,Mumbai
CDR202600017086,2025-08-12,00:56:10,+919548918958,+918542480602,VOICE,70,404528017635067,356913400110982,Mumbai_BTS_007,404-45-584-827,Mumbai
CDR202600017089,2025-09-28,16:31:56,+918629822729,+919520134074,VOICE,125,404125336717067,350158996023894,WestBengal_BTS_001,404-45-415-374,West Bengal
CDR202600017099,2025-03-18,05:56:55,+919548918958,+918906018753,SMS,0,404528017635067,356913400110982,Mumbai_BTS_010,404-45-919-883,Mumbai
CDR202600017111,2025-03-18,19:56:59,+917488042759,+916034872249,MISSED,0,404920950942903,354071353304403,Maharashtra_BTS_008,404-45-173-624,Maharashtra
CDR202600017132,2025-01-14,20:41:24,+917713644980,+918886151686,VOICE,198,404543330628683,355320449152160,Maharashtra_BTS_008,404-45-818-960,Maharashtra
CDR202600017148,2025-01-24,21:55:35,+916848585720,+916329228510,VOICE,334,404837429953200,355136543664016,UttarPradesh_BTS_013,404-45-822-438,Uttar Pradesh
CDR202600017161,2025-06-11,18:56:33,+917708444832,+918975762027,VOICE,88,404079337801474,353081153786927,UttarPradesh_BTS_006,404-45-726-827,Uttar Pradesh
CDR202600017167,2025-07-31,14:10:44,+918412078362,+918118211392,VOICE,27,404261600922763,353555105217787,Mumbai_BTS_008,404-45-462-434,Mumbai
CDR202600017173,2025-02-16,06:48:21,+919545242691,+918285821726,VOICE,165,404513626450601,352744752065164,UttarPradesh_BTS_013,404-45-265-760,Uttar Pradesh
CDR202600017199,2025-08-26,17:52:09,+916267473352,+919089087991,SMS,0,404357303853692,358761397758769,UttarPradesh_BTS_007,404-45-370-119,Uttar Pradesh
CDR202600017220,2025-07-15,18:13:10,+919454293069,+918434942218,VOICE,135,404225450429393,353751656121140,Delhi_BTS_003,404-45-371-541,Delhi
CDR202600017259,2025-12-31,05:27:30,+916800799878,+917004300374,VOICE,60,404508789995907,350962914019392,Rajasthan_BTS_004,404-45-316-936,Rajasthan
CDR202600017264,2025-11-05,16:11:42,+919607234933,+917544698525,SMS,0,404838576872711,350489360064190,UttarPradesh_BTS_012,404-45-441-790,Uttar Pradesh
CDR202600017284,2025-06-24,04:26:11,+916803693943,+917296406621,VOICE,78,404942338437775,354421822762447,Maharashtra_BTS_004,404-45-691-197,Maharashtra
CDR202600017288,2025-04-02,17:43:54,+916420902003,+916741574721,SMS,0,404686968666353,353740598937088,Rajasthan_BTS_016,404-45-961-655,Rajasthan
CDR202600017309,2025-09-18,02:56:44,+916882713712,+919204797608,MISSED,0,404762801608453,354164606441368,Karnataka_BTS_005,404-45-102-400,Karnataka
CDR202600017323,2025-04-01,22:34:06,+917642533112,+917750018186,VOICE,39,404629820333331,355067354777701,Gujarat_BTS_008,404-45-814-433,Gujarat
CDR202600017329,2025-11-08,13:37:26,+917275630139,+917851186667,SMS,0,404891743722587,356810971152966,UttarPradesh_BTS_002,404-45-174-010,Uttar Pradesh
CDR202600017353,2025-07-31,01:08:49,+919891838892,+918809539207,VOICE,157,404692729854041,350787454783238,Rajasthan_BTS_011,404-45-796-739,Rajasthan
CDR202600017358,2025-11-01,11:32:31,+916919803597,+919364363345,MISSED,0,404085584600453,352240319360537,Mumbai_BTS_006,404-45-319-553,Mumbai
CDR202600017360,2025-03-19,05:48:58,+919608539310,+919303389988,SMS,0,404227060188420,350082397225453,Mumbai_BTS_003,404-45-334-070,Mumbai
CDR202600017367,2025-04-15,16:56:45,+918741550706,+917869868331,VOICE,86,404503668221584,357972942224507,TamilNadu_BTS_005,404-45-734-084,Tamil Nadu
CDR202600017377,2025-08-09,03:22:43,+916053284739,+918005450282,VOICE,13,404902560309357,359912078288345,Rajasthan_BTS_017,404-45-897-945,Rajasthan
CDR202600017392,2025-04-12,04:05:44,+917992678747,+918324188515,VOICE,12,404719309464601,356956837054947,TamilNadu_BTS_004,404-45-513-123,Tamil Nadu
CDR202600017399,2025-05-17,03:11:39,+919108248045,+917926274079,VOICE,84,404988208838617,356935287698936,Mumbai_BTS_008,404-45-984-747,Mumbai
CDR202600017460,2025-07-31,22:56:24,+916605253870,+917173526045,VOICE,103,404725245347067,357061609982498,Rajasthan_BTS_004,404-45-835-323,Rajasthan
CDR202600017465,2025-01-25,15:42:58,+916322777315,+917194014111,VOICE,52,404455037514358,357994144569630,UttarPradesh_BTS_012,404-45-441-790,Uttar Pradesh
CDR202600017476,2025-07-09,09:27:27,+916226722085,+917179070213,VOICE,101,404836931057959,355341273638834,Mumbai_BTS_006,404-45-235-741,Mumbai
CDR202600017482,2025-01-07,16:10:58,+917813224629,+919300467117,VOICE,49,404975653115828,359327900913413,Mumbai_BTS_006,404-45-319-553,Mumbai
CDR202600017484,2025-11-11,14:51:23,+916577720740,+919813253184,SMS,0,404131158426403,354397443801421,Delhi_BTS_004,404-45-847-707,Delhi
CDR202600017511,2025-07-20,07:38:46,+919931602912,+916718698921,SMS,0,404590206810548,352267125251728,WestBengal_BTS_004,404-45-522-026,West Bengal
CDR202600017541,2025-10-01,12:20:57,+916720582936,+919845387732,VOICE,185,404245556217118,353140537561877,Mumbai_BTS_010,404-45-211-255,Mumbai
CDR202600017557,2025-04-12,10:13:35,+919429605845,+919806527236,VOICE,50,404012631446390,355358689978302,TamilNadu_BTS_005,404-45-734-084,Tamil Nadu
CDR202600017596,2025-01-15,03:26:50,+919938718030,+919606570036,VOICE,41,404165699933583,352185314190935,UttarPradesh_BTS_001,404-45-234-688,Uttar Pradesh
CDR202600017631,2025-05-31,18:15:42,+919823142395,+919966441687,SMS,0,404671200375676,352180348359178,Rajasthan_BTS_013,404-45-400-446,Rajasthan
CDR202600017636,2025-12-09,10:40:11,+918039327434,+917961856624,VOICE,241,404347015494888,358716692548778,Maharashtra_BTS_004,404-45-691-197,Maharashtra
CDR202600017654,2025-06-07,14:16:48,+918303556096,+916787017280,VOICE,132,404622054101161,353484438555691,Rajasthan_BTS_007,404-45-241-522,Rajasthan
CDR202600017695,2025-02-24,04:00:04,+919566359010,+918687188483,VOICE,96,404567747803805,350956641016355,UttarPradesh_BTS_003,404-45-736-577,Uttar Pradesh
CDR202600017710,2025-11-12,21:15:39,+918998334599,+916391671682,VOICE,61,404123640280663,358315920733296,Rajasthan_BTS_003,404-45-924-324,Rajasthan
CDR202600017713,2025-11-19,22:23:15,+919616576179,+916226722085,VOICE,16,404547168584848,353733296400473,Rajasthan_BTS_011,404-45-796-739,Rajasthan
CDR202600017717,2025-07-05,00:54:59,+916604663553,+918514631865,VOICE,70,404866060494198,350843090361211,Maharashtra_BTS_007,404-45-314-687,Maharashtra
CDR202600017736,2025-06-27,23:39:52,+919999489461,+917110719742,VOICE,86,404018430361534,357121905162162,UttarPradesh_BTS_004,404-45-457-903,Uttar Pradesh
CDR202600017769,2025-06-07,17:21:50,+916414920958,+919752934480,VOICE,39,404488607600398,351957410191476,UttarPradesh_BTS_012,404-45-145-004,Uttar Pradesh
CDR202600017785,2025-03-22,01:26:37,+918516181237,+919117217308,VOICE,270,404361260278561,352124900361915,UttarPradesh_BTS_002,404-45-869-959,Uttar Pradesh
CDR202600017790,2025-02-05,10:28:57,+917068162204,+919676891871,VOICE,398,404643767696890,356915323908530,Mumbai_BTS_011,404-45-287-286,Mumbai
CDR202600017799,2025-10-23,05:51:50,+917310983111,+916230066459,SMS,0,404773058174668,350742010959527,Delhi_BTS_001,404-45-999-581,Delhi
CDR202600017803,2025-09-04,04:11:05,+918218991698,+916392171813,VOICE,165,404386247810086,354740468236824,UttarPradesh_BTS_011,404-45-966-053,Uttar Pradesh
CDR202600017804,2025-07-30,06:44:13,+917312502106,+919227948913,SMS,0,404745566895118,352613271001974,Gujarat_BTS_006,404-45-833-666,Gujarat
CDR202600017836,2025-12-31,11:17:41,+919926291777,+919830803646,VOICE,58,404200554329700,355208018819970,Rajasthan_BTS_015,404-45-208-892,Rajasthan
CDR202600017839,2025-03-30,06:40:45,+917581547269,+916338779833,SMS,0,404494858458989,355469038469204,UttarPradesh_BTS_002,404-45-174-010,Uttar Pradesh
CDR202600017846,2025-01-26,07:13:17,+916905381930,+918365467938,VOICE,64,404212525937477,354731518995808,Rajasthan_BTS_004,404-45-680-898,Rajasthan
CDR202600017849,2025-05-24,23:31:00,+919816773749,+916938174319,SMS,0,404625189013788,357543097888639,Maharashtra_BTS_008,404-45-799-664,Maharashtra
CDR202600017851,2025-02-07,18:19:03,+917460536863,+917849242180,VOICE,372,404726118378358,351889581516687,UttarPradesh_BTS_006,404-45-108-684,Uttar Pradesh
CDR202600017870,2025-11-14,22:47:56,+918485163186,+916107560786,VOICE,407,404204015434263,358693087910564,Gujarat_BTS_007,404-45-325-460,Gujarat
CDR202600017874,2025-04-13,21:53:47,+919061657449,+917096453382,VOICE,172,404101224359455,359189201949655,Gujarat_BTS_007,404-45-106-778,Gujarat
CDR202600017876,2025-10-04,23:08:47,+917887149781,+916323610446,VOICE,19,404154318612967,358782959514269,Delhi_BTS_004,404-45-847-707,Delhi
CDR202600017950,2025-09-16,21:10:20,+919300467117,+916013425084,VOICE,9,404658605433151,350793541627934,Maharashtra_BTS_004,404-45-146-678,Maharashtra
CDR202600017955,2025-11-13,05:55:24,+918335058737,+917191570681,VOICE,33,404468687189613,358685348288295,Karnataka_BTS_003,404-45-597-493,Karnataka
CDR202600018008,2025-05-18,20:52:54,+917215866369,+918501249628,VOICE,19,404089527701035,352006116965792,UttarPradesh_BTS_005,404-45-478-292,Uttar Pradesh
CDR202600018019,2025-01-15,11:39:19,+918730786532,+916479867395,VOICE,46,404280093243776,357223192341019,Rajasthan_BTS_001,404-45-755-705,Rajasthan
CDR202600018039,2025-09-28,01:52:31,+919663969481,+917345913698,VOICE,298,404001317421963,356326030652146,Rajasthan_BTS_007,404-45-241-522,Rajasthan
CDR202600018054,2025-09-30,14:53:31,+917648840444,+916598175039,VOICE,33,404029940066270,356808032505886,Rajasthan_BTS_001,404-45-755-705,Rajasthan
CDR202600018060,2025-07-21,09:01:44,+916938174319,+918983022031,VOICE,258,404969369185189,352649854359926,Delhi_BTS_002,404-45-935-071,Delhi
CDR202600018098,2025-06-21,09:16:09,+917789224735,+918271040399,VOICE,108,404036696620777,357336902307662,Karnataka_BTS_005,404-45-902-804,Karnataka
CDR202600018107,2025-05-04,13:10:17,+917821133740,+918434942218,MISSED,0,404833478401982,352493642636829,Mumbai_BTS_006,404-45-319-553,Mumbai
CDR202600018120,2025-09-01,22:38:46,+919643046591,+916250502536,VOICE,39,404057139402330,350863733264193,TamilNadu_BTS_003,404-45-169-692,Tamil Nadu
CDR202600018132,2025-09-14,09:50:33,+919693182733,+916708604963,VOICE,255,404210579891269,352801783772092,WestBengal_BTS_003,404-45-342-886,West Bengal
CDR202600018140,2025-01-17,13:53:24,+916233045738,+918954038504,SMS,0,404749275730228,351383067069519,Mumbai_BTS_003,404-45-334-070,Mumbai
CDR202600018147,2025-12-18,16:46:27,+918688146845,+917394061822,VOICE,61,404045680361613,352172363986576,Maharashtra_BTS_003,404-45-949-644,Maharashtra
CDR202600018149,2025-01-24,13:29:43,+917740579944,+916237834522,SMS,0,404997505787600,353379352770628,Karnataka_BTS_007,404-45-294-304,Karnataka
CDR202600018155,2025-12-25,01:08:12,+919196255784,+916027901336,VOICE,53,404691948909109,356596402469636,WestBengal_BTS_002,404-45-355-683,West Bengal
CDR202600018158,2025-04-20,15:01:41,+918308876815,+919281042641,VOICE,35,404532777429085,356191787627590,WestBengal_BTS_001,404-45-981-041,West Bengal
CDR202600018218,2025-05-26,04:59:59,+917057138849,+918485572124,VOICE,110,404039723952372,352380306904646,UttarPradesh_BTS_006,404-45-108-684,Uttar Pradesh
CDR202600018234,2025-12-18,11:41:22,+916405134888,+918845391323,VOICE,27,404928533489829,357856220782707,UttarPradesh_BTS_007,404-45-999-138,Uttar Pradesh
CDR202600018239,2025-10-16,01:43:38,+916031355164,+918942896065,VOICE,449,404351892791956,350431075050735,UttarPradesh_BTS_001,404-45-234-688,Uttar Pradesh
CDR202600018262,2025-03-09,15:49:34,+918886151686,+916187858635,VOICE,66,404838733857404,350872819453524,Karnataka_BTS_006,404-45-835-499,Karnataka
CDR202600018266,2025-06-25,09:58:39,+918019473354,+919976782155,VOICE,16,404335322418690,358161017722570,WestBengal_BTS_005,404-45-521-822,West Bengal
CDR202600018283,2025-06-15,07:40:24,+916259643051,+918741550706,VOICE,12,404536874006671,354630159878673,WestBengal_BTS_008,404-45-979-482,West Bengal
CDR202600018285,2025-08-27,19:48:18,+919063742023,+919792293668,VOICE,50,404875113159013,350896219297089,Gujarat_BTS_007,404-45-928-891,Gujarat
CDR202600018302,2025-08-21,15:42:08,+919854637695,+916329228510,VOICE,3,404528568361509,354763922681119,TamilNadu_BTS_001,404-45-614-942,Tamil Nadu
CDR202600018305,2025-05-17,10:13:06,+919853485408,+916578016644,SMS,0,404973220137529,353425132853339,Gujarat_BTS_007,404-45-928-891,Gujarat
CDR202600018306,2025-04-21,16:04:45,+919976782155,+919437661194,VOICE,125,404964747345476,358908149840555,Rajasthan_BTS_016,404-45-619-624,Rajasthan
CDR202600018323,2025-08-21,00:54:03,+919641214313,+917729161160,VOICE,11,404036320195823,352417586121915,Maharashtra_BTS_004,404-45-146-678,Maharashtra
CDR202600018325,2025-01-26,17:36:34,+917517566815,+917615893220,SMS,0,404558212032016,350660609612551,WestBengal_BTS_004,404-45-283-755,West Bengal
CDR202600018344,2025-05-26,10:08:45,+917526993300,+917494152766,VOICE,595,404350879380965,357701262808904,WestBengal_BTS_001,404-45-981-041,West Bengal
CDR202600018364,2025-11-14,05:41:31,+916117737375,+917743797208,SMS,0,404204661026618,352917292231531,Rajasthan_BTS_009,404-45-911-697,Rajasthan
CDR202600018366,2025-01-26,21:50:53,+918882766707,+917271258994,VOICE,7,404318576017351,355932623658525,Rajasthan_BTS_015,404-45-282-520,Rajasthan
CDR202600018380,2025-01-06,14:50:42,+917310096664,+918916432132,VOICE,73,404379146433818,356861824624918,UttarPradesh_BTS_009,404-45-785-885,Uttar Pradesh
CDR202600018387,2025-02-12,05:04:44,+916341686359,+918129273278,SMS,0,404623667724578,354449803024132,Maharashtra_BTS_004,404-45-821-072,Maharashtra
CDR202600018400,2025-08-24,15:35:36,+917520455369,+919987672814,VOICE,260,404042052431781,351531765634388,UttarPradesh_BTS_004,404-45-457-903,Uttar Pradesh
CDR202600018401,2025-09-25,14:28:59,+918197384644,+917557440170,SMS,0,404854158061198,351874827906836,Maharashtra_BTS_005,404-45-181-876,Maharashtra
CDR202600018419,2025-07-23,01:04:39,+918185194936,+918160543442,VOICE,96,404516083446689,355578422779444,UttarPradesh_BTS_002,404-45-869-959,Uttar Pradesh
CDR202600018458,2025-12-11,18:15:43,+917198948334,+919163521709,VOICE,67,404387514758187,351025782412961,Maharashtra_BTS_005,404-45-891-297,Maharashtra
CDR202600018468,2025-04-24,22:27:24,+918132420926,+917017416387,VOICE,134,404387050182283,354164549934649,Mumbai_BTS_011,404-45-995-946,Mumbai
CDR202600018495,2025-07-25,14:35:39,+919900725569,+917740841180,VOICE,57,404043208547597,356654622799283,Maharashtra_BTS_007,404-45-479-364,Maharashtra
CDR202600018512,2025-07-01,17:02:24,+919923483178,+916190854372,VOICE,38,404289905343117,351640349541165,Maharashtra_BTS_004,404-45-146-678,Maharashtra
CDR202600018515,2025-01-11,06:14:32,+919805246229,+919530476674,VOICE,27,404968880698746,358443223413840,UttarPradesh_BTS_011,404-45-533-850,Uttar Pradesh
CDR202600018519,2025-08-27,06:49:08,+919587370305,+919539055439,SMS,0,404852254693821,354194931448334,Maharashtra_BTS_007,404-45-314-687,Maharashtra
CDR202600018533,2025-02-22,01:26:25,+918236349159,+919076571870,VOICE,237,404767944169204,359544269880685,UttarPradesh_BTS_004,404-45-170-901,Uttar Pradesh
CDR202600018557,2025-04-03,00:01:25,+918814625585,+917765785944,MISSED,0,404195847259050,359866021646935,Maharashtra_BTS_003,404-45-487-081,Maharashtra
CDR202600018563,2025-05-20,18:10:53,+918954772545,+916807387424,VOICE,54,404846987199165,351011634687960,Mumbai_BTS_007,404-45-348-804,Mumbai
CDR202600018580,2025-03-08,02:49:37,+918073269811,+919211604764,VOICE,117,404228986043786,356016062808826,Rajasthan_BTS_018,404-45-713-332,Rajasthan
CDR202600018605,2025-09-13,15:57:07,+917495807697,+917278541602,VOICE,165,404679890061192,359023705522054,WestBengal_BTS_003,404-45-735-768,West Bengal
CDR202600018608,2025-05-29,16:35:51,+918403650127,+919627533531,VOICE,2,404653740619271,351072256066057,Rajasthan_BTS_017,404-45-652-977,Rajasthan
CDR202600018610,2025-01-10,04:03:10,+917173526045,+916481070314,VOICE,4,404260239063110,353966197190675,Rajasthan_BTS_004,404-45-835-323,Rajasthan
CDR202600018633,2025-07-03,16:52:55,+918067978881,+918357334243,VOICE,98,404792842330928,356227506330893,Maharashtra_BTS_008,404-45-818-960,Maharashtra
CDR202600018657,2025-06-05,07:34:35,+918449702682,+918080738604,VOICE,89,404746789341596,354200154970796,UttarPradesh_BTS_005,404-45-478-292,Uttar Pradesh
CDR202600018661,2025-01-14,06:40:48,+919533878042,+919779594019,VOICE,248,404817092051627,356906097490463,Karnataka_BTS_003,404-45-597-493,Karnataka
CDR202600018696,2025-05-15,12:55:54,+916274990881,+916582010159,SMS,0,404755684535020,352391474599118,Gujarat_BTS_004,404-45-130-096,Gujarat
CDR202600018707,2025-04-18,09:48:06,+916420902003,+918983976233,VOICE,81,404686968666353,355610548234536,Maharashtra_BTS_008,404-45-818-960,Maharashtra
CDR202600018709,2025-07-02,10:23:36,+917895319354,+919461929774,VOICE,33,404658658453164,354074775641863,Maharashtra_BTS_007,404-45-473-167,Maharashtra
CDR202600018721,2025-07-07,19:35:24,+918011219206,+917740841180,SMS,0,404468669466527,352479022293870,UttarPradesh_BTS_013,404-45-822-438,Uttar Pradesh
CDR202600018731,2025-12-26,19:58:55,+919972880601,+918888536314,VOICE,14,404209485506141,359865851211506,Delhi_BTS_006,404-45-223-254,Delhi
CDR202600018741,2025-10-11,09:50:10,+917558944848,+918763168310,VOICE,43,404865275946795,355858558966899,TamilNadu_BTS_001,404-45-614-942,Tamil Nadu
CDR202600018757,2025-08-02,06:13:00,+916978958726,+916441047693,VOICE,575,404549025331336,352958688805218,Karnataka_BTS_002,404-45-195-949,Karnataka
CDR202600018769,2025-05-19,03:15:13,+919345231893,+916019562971,VOICE,369,404841123582734,359912610648655,WestBengal_BTS_005,404-45-785-885,West Bengal
CDR202600018773,2025-07-05,05:35:44,+918741550706,+918140014421,VOICE,42,404503668221584,357972942224507,Rajasthan_BTS_010,404-45-710-480,Rajasthan
CDR202600018788,2025-05-20,05:01:10,+917060469892,+916213343596,VOICE,179,404435681627933,358496522784306,Maharashtra_BTS_004,404-45-821-072,Maharashtra
CDR202600018795,2025-02-12,07:41:14,+917139665970,+918638184883,VOICE,38,404493223183795,357426351110147,UttarPradesh_BTS_011,404-45-357-928,Uttar Pradesh
CDR202600018828,2025-03-01,18:27:39,+916086029184,+917013936970,SMS,0,404263233797374,351137389227431,Mumbai_BTS_002,404-45-702-226,Mumbai
CDR202600018866,2025-11-02,05:38:18,+917168153605,+919343914928,VOICE,226,404861958570695,350964486494738,Karnataka_BTS_006,404-45-669-678,Karnataka
CDR202600018888,2025-10-06,09:23:50,+918377250756,+917139435997,MISSED,0,404898047457988,354101997270665,UttarPradesh_BTS_008,404-45-860-567,Uttar Pradesh
CDR202600018893,2025-10-23,11:31:35,+918865681045,+917949876543,VOICE,58,404739342385093,356316964822536,Mumbai_BTS_009,404-45-162-413,Mumbai
CDR202600018918,2025-01-14,07:44:02,+917746468481,+916847768665,VOICE,195,404940888924668,353190728545590,Rajasthan_BTS_010,404-45-710-480,Rajasthan
CDR202600018926,2025-07-03,02:19:56,+919544969039,+917602742153,VOICE,18,404871974710158,350091418767415,Mumbai_BTS_008,404-45-520-479,Mumbai
CDR202600018953,2025-05-22,22:53:34,+918522100638,+919642172606,VOICE,109,404320250295363,356945249565221,Rajasthan_BTS_009,404-45-911-697,Rajasthan
CDR202600018961,2025-12-03,10:40:42,+919633982364,+917746468481,VOICE,50,404180840176931,353353007406796,Delhi_BTS_001,404-45-999-581,Delhi
CDR202600018965,2025-09-30,12:27:28,+919181703697,+917283986142,VOICE,71,404195778210088,353461687222650,UttarPradesh_BTS_008,404-45-860-567,Uttar Pradesh
CDR202600018972,2025-12-22,21:50:45,+919497978527,+918386857947,VOICE,41,404130578586447,359851191408577,Karnataka_BTS_008,404-45-693-754,Karnataka
CDR202600018981,2025-08-24,07:42:44,+918205611760,+916575838940,VOICE,116,404970601771315,355820347032695,Rajasthan_BTS_003,404-45-924-324,Rajasthan
CDR202600018982,2025-08-07,21:25:11,+919025406627,+917055421789,VOICE,37,404153581283496,352769335518903,Rajasthan_BTS_009,404-45-911-697,Rajasthan
CDR202600019001,2025-02-09,02:02:59,+919421389179,+919541078632,VOICE,82,404586115347819,353095049755065,Karnataka_BTS_004,404-45-985-411,Karnataka
CDR202600019009,2025-01-15,18:23:37,+919606727982,+919463437589,VOICE,132,404072300653964,350858181395934,Maharashtra_BTS_009,404-45-646-747,Maharashtra
CDR202600019051,2025-12-15,13:31:44,+919376509468,+918884701301,VOICE,11,404207880549520,356895990796676,TamilNadu_BTS_002,404-45-620-083,Tamil Nadu
CDR202600019057,2025-06-22,05:24:51,+916835670988,+919670105203,VOICE,85,404313083774948,356009154249096,Gujarat_BTS_006,404-45-818-559,Gujarat
CDR202600019061,2025-10-17,02:36:01,+917816533597,+916034872249,VOICE,22,404496681078579,352659483609460,Delhi_BTS_002,404-45-231-676,Delhi
CDR202600019069,2025-04-12,16:22:30,+919627533531,+919740240863,VOICE,120,404811167447859,353608149947869,Rajasthan_BTS_004,404-45-316-936,Rajasthan
CDR202600019082,2025-03-20,16:07:14,+918431994101,+918310460462,VOICE,174,404964852820220,357227074076315,TamilNadu_BTS_005,404-45-734-084,Tamil Nadu
CDR202600019087,2025-06-13,16:12:08,+917154767880,+918141591982,VOICE,125,404132159148971,355999292002554,WestBengal_BTS_005,404-45-785-885,West Bengal
CDR202600019108,2025-08-29,07:28:55,+918535225459,+918060743196,SMS,0,404897301158974,350409069241202,Delhi_BTS_003,404-45-371-541,Delhi
CDR202600019109,2025-12-17,00:33:33,+916420902003,+916994593894,VOICE,5,404686968666353,355610548234536,Mumbai_BTS_007,404-45-196-100,Mumbai
CDR202600019122,2025-05-26,22:41:21,+917375204266,+916045034199,VOICE,43,404591100185168,352649383236383,Gujarat_BTS_007,404-45-703-285,Gujarat
CDR202600019176,2025-07-06,17:45:39,+918076334827,+918386857947,VOICE,32,404178711309892,354503895597765,Maharashtra_BTS_008,404-45-173-624,Maharashtra
CDR202600019177,2025-08-17,21:59:10,+916575518584,+918624511718,VOICE,90,404953618138388,357584245381199,UttarPradesh_BTS_013,404-45-552-565,Uttar Pradesh
CDR202600019195,2025-06-06,23:26:33,+918345650800,+916807387424,VOICE,124,404855106558400,353785587976531,Rajasthan_BTS_003,404-45-924-324,Rajasthan
CDR202600019210,2025-12-05,09:01:58,+917644177441,+917160690081,MISSED,0,404466066715591,356070515993879,Rajasthan_BTS_018,404-45-713-332,Rajasthan
CDR202600019212,2025-01-14,05:49:26,+916269133279,+917140885247,VOICE,54,404216928433013,354684451414816,UttarPradesh_BTS_005,404-45-261-449,Uttar Pradesh
CDR202600019214,2025-07-30,07:58:15,+917512519174,+919369278023,MISSED,0,404592075178758,352508536337751,WestBengal_BTS_001,404-45-981-041,West Bengal
CDR202600019225,2025-08-19,20:47:24,+919051515738,+918973195156,VOICE,128,404326818052640,352028282595511,WestBengal_BTS_004,404-45-283-755,West Bengal
CDR202600019226,2025-09-30,03:29:43,+918448288418,+918639338747,VOICE,55,404431656376538,355799209252182,Delhi_BTS_003,404-45-533-988,Delhi
CDR202600019239,2025-06-03,02:44:40,+917994149650,+917685568330,VOICE,25,404626442714264,356035032123071,TamilNadu_BTS_006,404-45-678-536,Tamil Nadu
CDR202600019248,2025-01-09,01:37:35,+918118211392,+919236149250,SMS,0,404929468829220,358071996273930,UttarPradesh_BTS_004,404-45-170-901,Uttar Pradesh
CDR202600019255,2025-03-08,08:48:33,+919948974185,+917310983111,VOICE,28,404645680175491,352696857289409,Delhi_BTS_003,404-45-993-622,Delhi
